timestamp,voltage,amperage,mAhdrawn,rssi,RC0,RC1,RC2,RC3,RC4,RC5,RC6,RC7,RC8,RC9,RC10,RC11,Debug0,Debug1,Debug2,Debug3
1442027633756,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027633857,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027633962,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027634064,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027634166,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027634267,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027634368,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027634470,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027634571,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027634673,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027634775,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027634879,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027634983,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027635083,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027635184,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027635284,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027635386,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027635488,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027635589,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027635690,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027635794,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027635895,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027635996,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027636101,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027636201,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027636302,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027636404,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027636507,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027636612,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027636713,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027636816,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027636917,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027637018,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027637118,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027637219,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027637324,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027637425,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027637528,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027638035,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027639036,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027640034,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027641038,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027642036,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027643034,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027644037,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027645033,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027646038,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027647032,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027648035,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027649040,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027650033,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027651033,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027652033,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027653034,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027654034,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027655035,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027656034,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027657033,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027658033,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027659036,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027660035,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027661038,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027662034,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027663037,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027664037,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027665035,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027666034,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027667039,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027668034,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027669033,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027670033,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027671035,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027672036,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027673034,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027674036,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027675038,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027676036,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027677038,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027678034,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027679034,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027680036,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027681034,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027682033,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027683036,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027683653,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027683755,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027683856,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027683958,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027684058,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027684159,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027684262,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027684364,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027684466,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027684567,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027684669,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027684770,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027684874,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027684977,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027685079,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027685181,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027685282,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027685387,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027685488,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027685590,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027685691,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027685794,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027685897,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027685999,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027686100,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027686203,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027686304,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027686406,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027686510,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027686613,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027686715,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027686816,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027686920,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027687023,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027687127,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027687393,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027688036,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027688334,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027688434,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027688537,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027688637,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027688738,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027688839,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027688940,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027689041,0,-9.8,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027689146,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027689251,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027689352,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027689453,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027689554,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027689658,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027689760,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027689860,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027689961,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027690063,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027690167,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027690271,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027690372,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027690475,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027690578,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027690681,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027690783,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027690884,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027690986,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027691090,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027691194,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027691295,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027691396,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027691499,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027691601,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027691705,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027691806,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027691908,0,-9.8,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027692010,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027692114,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027692215,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027692317,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027692419,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027692521,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027692623,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027692726,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027692826,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027692929,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027693033,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027693136,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027693238,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027693343,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027693447,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027693548,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027693650,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027693750,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027693851,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027693952,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027694053,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027694153,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027694254,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027694356,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027694458,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027694558,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027694661,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027694762,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027694865,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027694967,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027695068,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027695169,0,-9.75,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027695272,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027695373,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027695473,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027695575,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027695677,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027695778,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027695883,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
1442027695985,0,-9.77,0,511,1500,1500,1500,885,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0
